	pol_Latn	csb_Latn
37359	Typy MIME	Ôrtë MIME
37360	sabat	szabat
37361	emigrant	ùchódca
37362	użyteczny	ùżëteczny
37363	brutalizacja	brutalizacjô
37364	Qt KDE the nd argument is a list of nameaddress, one on each line	Qt Rozwijôrzowa platfòrma KDE the nd argument is a list of nameaddress, one on each line
37365	wyobrażać sobie	przedstawiac so
37366	dydaktyczny	didakticzny
37367	otrzeźwić się	òtrzézwic sã
37368	zagłodzić się	zagłodzëc sã
37369	Menedżer okien KDE	Menadżera òknów KDE
37370	zluzować	zlózowac
37371	Zmień listę odtwarzania	Zmieni lëstã graniô
37372	plugawiec	trzepa
37373	beznamiętny	niezaangażowóny
37374	nadąsany	nabùrmùszony
37375	stawek	stôwk
37376	biesiadnica	biesadnica
37377	host	kòlfektór
37378	oddawać usługi	wëgadzac
37379	Nie można uzyskać informacji o podsystemie SCSI nie można uruchomić sbin camcontrol.	Pòdsystema SCSI nié mòże bëc òdwòłanô sbin camcontrol nie je wëkònywólny
37380	duże	wiôldżi
37381	prolongata	prolongata
37382	JACK to serwer dźwięku o niskim opóźnieniu. Może podłączyć wiele różnych aplikacji do urządzenia dźwiękowego, może również pozwolić im współdzielić dźwięk pomiędzy nimi samymi. JACK został zaprojektowany od podstaw do profesjonalnego użytku dźwięku, skupia się on na dwóch kluczowych obszarach synchronicznym obsługiwaniu wszystkich klientów oraz na niskich opóźnieniach operacji.	JACK je serwera krótczégò òpózdzeniô. Mòże pòłączëc wiele różnëch aplikacëjów do ùrządzenia aùdio, a téż pòzwôlec jima na wespółdzelenié zwãkù midze nima. JACK òstôł zaprojektowóny òd zaczątkù dlô profesjonalny robòtë nad zwãkã a jegò dbą je dzejanié w dwóch wôżnëch môlach synchronikòwô robòta wszëtczéch klientów a krótczé òpózdzenia.
37383	napłakać się	naczébic sã
37384	truskawka	malëna
37385	nakazać	nakazac
37386	Grafika	Grafika
37387	nadjechać	nadjachac
37388	przechadzać się	przechôdac sã
37389	izolacyjny	jizolacyjny
37390	paszteciarnia	pasztétowniô
37391	Skopiuj adres odnośnika	Kòpérëjë adresã lënka
37392	Viesturs Zarins	Viesturs Zarins
37393	okręcać	òkrãcac
37394	matrycować	matricowac
37395	nabijacz	nôbijôcz
37396	paroletni	czilelatny
37397	smolny	smòlany
37398	fizyka	fizyczi
37399	zmilknąć	zmilknąc
37400	energiczny	rëszny
37401	żałoba	smãtwa
37402	cynkować	cynkòwac
37403	młoda pawica	pawiczka
37404	zły duch	złi
37405	przeklęty	kaduczi
37406	Debian testing label listbox KDE distribution method	Testowi Debian label listbox KDE distribution method
37407	degenerować się	wëôrtowiwac sã
37408	Włącz wyłącz efekt odwrócenia	Włączë òbrôcony efekt
37409	kąt	nort
37410	Azja Taipei	Azëjô Taipei
37411	Algieria	Algeriô
37412	PPM	PPM
37413	styl grzbietowy	chrzeptowi ôrt
37414	przegnać	przegònic
37415	Fidżi	Fidżi
37416	magia	magiô
37417	nastraszyć się	nastraszëc sã
37418	Menu serwera XDMCP column	Menu serwera XDMCP column
37419	cień	ceniô
37420	czyhać na coś	pilowac
37421	Nie ma niczego do drukowania.	Nick nie mô do drëkù.
37422	Przywróć	Przëwrócë
37423	Dostępne testy	Przistãpné testë
37424	Seg	Seg
37425	osądzać	sãdzëc
37426	krupnik	krëpnik
37427	Jeszke Jeszka	Jeszka
37428	Gra	Miono
37429	Wyłączanie czcionek	Wëłączanié fòntów
37430	przedzierać się	przedzerac sã
37431	Modyfikuj typ pliku	Editëjë ôrt lopka
37432	burnus	bùrnus
37433	Republika Demokratyczna Kongo	Kòngò, Demòkraticznô Repùblika Kòngò
37434	rozmnożyć się	rozmnożëc sã
37435	kasztelanowy	kasztelanów
37436	dziaduś	strëszk
37437	run	run
37438	antyk	antik
37439	Przeglądaj archiwa label	Przezérôj archiwa info
37440	nawlekać nitkę	zawłóczëc
37441	łataczka	krawieczka
37442	przeciwieństwo	przécznosc
37443	nablagować	nastożëc
37444	PdPdZachwind direction	PôPôZôwind direction
37445	środowisko	strzodowiskò
37446	makabra	òkropnosc
37447	żarłoczka	oblëdnica
37448	miara	miarë
37449	połączenie zostało jawnie odrzuconeSocket error code ConnectionTimedOut	sparłãczenié òstało jawno òdrzuconéSocket error code ConnectionTimedOut
37450	czynnie	czinnie
37451	nakierowany	naczerowóny
37452	krasnalek	krôsniątkò
37453	wymrzeć	wëmrzéc
37454	Kliknij na dowolnym przycisku, aby zmienić przypisany mu klawisz	Klëkni równojaką knąpã bë zmienic jegò klawiszã
37455	Konfiguracja stylu przesuwania okien	Kònfigùracëjô sztélu przesëwaniô òknów
37456	prażyć	prażëc
37457	zwysięstwo	zwëcãstwò
37458	dwuwierszowy	dwùwierszowi
37459	Janek	Jónk
37460	drewniak	klómp
37461	aranżować	aranżowac
37462	Polecenie nie zostało znalezione.	Pòlét nie òstôł nalazłi.
37463	łasiczka	łasica
37464	żołądkowy	żótowi
37465	inspektor	szpektor
37466	Indeks wyszukiwania nie istnieje. Utworzyć go teraz?	Felëje indeksu szëkbë. Ùsôdzëc gò terô?
37467	IRC serwer irc. freenode. net kanały # amarok # amarok. de # amarok. es, # amarok. fr Wsparcie amarok kde. org	IRC serwer irc. freenode. net channels # amarok, # amarok. de, # amarok. es, # amarok. fr Pòmòc amarok kde. org
37468	Kate zawiera zestaw wtyczek, wprowadzających nowe proste i zaawansowane funkcje różnych typów. Wtyczki można włączyć zablokować w okienku konfiguracji, otwieranym przez Ustawienia gt; konfiguracja.	Kate zamëkô w se zestôwk pluginsów, wprowôdzającëch nowé prosté ë awansowóné fùnkcëje różnëch ôrtów. Pluginsë mòże włączac blokòwac w òczénkù konfigùracëji, òtmëkónym przez Nastôwë gt; kònfigùracëjô.
37469	bardzo	mòcno
37470	Lenka	Lénka
37471	brzuchaty	kałduniasti
37472	Ustawienia ogólne	Òglowi nastôw
37473	obsadzić	òbsadzëc
37474	przyrównać	przërównac
37475	Azja Oral	Azëjô Oral
37476	Do	Do
37477	szacowanie	szacënk
37478	darowanie	pòdarowanié czegòs
37479	Ten program został zapisany przez kogoś, kto chciał pozostać anonimowy.	Na programa ùsôdzëł człowiek co chcôł òstac anonimòwi.
37480	Czas, który już upłynął od początku utworu	Czas jaczi ùlécôł òd zaczątkù sztëczka
37481	Zamknij wszystkie dokumenty.	Zamkni wszëtczé dokùmentë
37482	niedźwiedziowaty	miedwiedzowati
37483	Autoryzacja	Aùtorizacëjô
37484	Backtab	Backtab
37485	wzbogacać się	zbògacac sã
37486	musztarda	mòzdëch
37487	bikiniarz	bikiniôrz
37488	Koniec	Kùńc
37489	efekciarstwo	efekcarstwò
37490	magnesować	magnesowac
37491	trochę	përzinkã
37492	naprędce	na drawò
37493	nadymić	nakùrzëc
37494	natumanić	naszôlëc
37495	obskakiwać	òbskakòwac
37496	azbestowy	azbestowi
37497	dwudziestolatka	dwadzescelatka
37498	Właściwości wykresu słupkowego	Editëjë swòjiznë stołpka
37499	Muzyka współdzielona na	Wespółdzélonô mùzyka na
37500	szpilkować	pënkòwac
37501	zakup	sprawùnk
37502	zgłodniały	przemiarti
37503	swobodnie	swòbòdno
37504	Ostrowite	Òstrowité
37505	rozwolnienie	drzistawica
37506	łzawienie	łzawienié
37507	okoń	òkóń
37508	bezludny	bezlëdny
37509	wezwać	wezwac
37510	Gest z ruchem myszy	Gest z rësznotą mëszë
37511	dzieżka	dzéżka
37512	krzywość	krzëwòsc
37513	zapaskudzać	zapaskùdzac
37514	kurczę	kùrzã
37515	Pliki tłumaczeń dla KLocale	Lopczi dolmaczënków dlô KLocale
37516	Otwiera plik obrazu	Òtmëkô òbrazë jakno nowé
37517	wosk	wòsk
37518	osobno	òsóbno
37519	demonstrator	demónstratór
37520	Niue	Niue
37521	rozmawiać	rozmawiac
37522	napić się	chlapnąc
37523	Szachy	Szachë
37524	wykąpać	wëkąpac
37525	nagnieść	nagniesc
37526	bezkastowy	nie pòdzelony na kastë
37527	spytać się	spëtac sã
37528	łysol	łësôl
37529	Dane dostarczone przez NOAA Weather Servicewind speed	Pòdôwczi pòdóné przez NOAA Weather Servicewind speed
37530	nagrzechotać	nagrzechòtac
37531	Zmiana rozmiaru i orientacji ekranu	Nastôwë zmianë miarë ë òrientacëji ekranu
37532	arctanYou are about to translate the ArcSin COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.	You are about to translate the ArcSin COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.
37533	Wartość wyłącza znikanie menu	Wôrtnota wëłączô znikanié menu
37534	Uaktywnij poprzednią kartę	Aktiwùjë zôstną kartã
37535	próżność	próżnota
37536	czerwienny	czerwienny
37537	idźYou are about to translate the GoX COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.	You are about to translate the GoX COMMAND, there are some rules on how to translate it. Please see http edu. kde. org kturtle translator. php to learn how to properly translate it.
37538	zgrzebełko	grzebełkò
37539	łza	łza
37540	łamliwość	krëchòsc
37541	Czas połączenia został przekroczony	Sparłãczenié przerwóne
37542	dochodowy	dochòdowi
37543	Krótkie adresy URL	KrótczéURL ë
37544	Cyganie	cëgaństwò
37545	gołoledź	slëzgawica
37546	masywny	mòcny
37547	mieszczanin	mieszczón
37548	nadziewać	nadzewac
37549	Przeglądaj pulpity	Przezérôj pùltë
37550	zamilknąć	zamilknąc
37551	łyżwiarstwo szybkie	chùtczé szrëcowanié
37552	siku	piszu
37553	bałaganiarstwo	nielusosc
37554	zbrodnia	zbrodniô
37555	ślisko	slëskò
37556	gromady much	chmarë mùch
37557	wewłóczyć	wewlakac
37558	dożyć	dożëc
37559	pieszy	piechtny
37560	akuszerstwo	akùszerstwò
37561	gawędziarz	kôrba
37562	Menedżer okien ChezWam, prosty menedżer okien stworzony na podstawie EvilWM	Menadżera òknów ChezWam, prosti menadżera òknów ùsôdzony na spòdlém EvilWM
37563	paździerzowy	pazdzerzowi
37564	Kaszuba Kaszub	Kaszëba
37565	modnie	módnie
37566	przemoc	przemòc
37567	"Ta lista pokazuje szczegółowe informacje o zdarzeniach zapisanych przez Sambę. Zdarzenia na poziomie pliku nie są zapisywane dopóki nie zmienisz wartości poziomu log dla Samby na lub więcej. Tak jak na innych listach środowiska KDE klikniecie na nazwę odpowiedniej kolumny powoduje sortowanie zdarzeń. Ponowne kliknięcie na tej samej nazwie kolumny powoduje sortowanie w odwrotnym porządku. Jeśli lista jest pusta, spróbuj nacisnąć przycisk ""Uaktualnij."" Plik dziennika Samby zostanie odczytany, a lista uaktualniona."	"Ta lësta pòkôzëjë detalną wëdowiédzã ò przëtrôfkach zapisónëch przez Sambã. Bôczënk, że przëtrôfczi na równi lopkù nie są zapisywóné dopóczi nie zmienisz wôrtnotë równi logù dlô sambë na abò wicy. Tak jakno w jinëch lëstach òkrãżégò KDE klëkniãcé na miono gwësny kòlumnë sprawi zortowanié zdarzeniów. Klëkniãcé znowa na tim samëm mionie kòlumnë sprawi zortowanié w apartnëm czérënkù. Eżlë lësta je pùstô spróbùjë wcësnąc knąpã ""Aktualizëjë."" Lopk dniewnika Sambë òstanié òdczëtany znowa, a lësta aktualizowónô."
37568	Niestety, przeszukiwanie kolekcji musiało zostać przerwane. W trakcie przeszukiwania znaleziono zbyt wiele błędów.	Żôl, le skanowanié kòlekcëji mùszi bëc òprzestóné. Za wiele felów òbczas skanownaiô.
37569	Zamknij inne otwarte dokumenty.	Zamkni wszëtczé dokùmentë
37570	przebiec	przebiegnąc
37571	nagłodować	nagłodowac
37572	Brunon	Bruno
37573	bałaganiarstwo	barłożenié
37574	Biblioteka nie zapewnia infrastruktury zgodnej z KDE .	Bibloteka nie dôwô infrastrukturë zgódny z KDE .
37575	Iwona	Jiwóna
37576	achillesowy	achillesowi
37577	Zmień identyfikację	Zmieni identifikacëjã
37578	Niemcy	Niemcë
37579	Pomorzanin	Pòmòrénk
37580	Argentyńczyk	Argentińczik
37581	łuski ze strączków	strãkòwinë
37582	sknera	knywka
37583	ustawić	ùstawic
37584	łowisko	môl
37585	gruda	grëdzëna
37586	cesarzówna	córka césarza
37587	gładzidło	gładzëdło
37588	topić ciało stałe na płyn	topic
37589	Wystąpił błąd podczas instalacji pakietów symboli debugowania. info	Fela przë instalacëji paczetu symbòlów debùgòwaniô. info
37590	mądrala	mądrôl
37591	bezkonfliktowość	niezadzéwnosc
37592	margines	zberk
37593	mżawka krótkotrwała	mżëczka
37594	dwurogi	dwùrogòwi
37595	słabość	słabòsc
37596	kawał materii kolorowej	strzódk
37597	Deszcz lub burzeweather forecast	weather forecast
37598	Nieznany	Nieznónô
37599	zarazić	zarazëc
37600	nacinać	narzënac
37601	płuczka	przemiwôk
37602	chorobotwórczość	chòrobòtwórczosc
37603	Wyrzucanie pliku do koszato trash	Lopk kòszato trash
37604	przemysł	przemësł
37605	Funt irlandzki	Irlandzczi Fùnt
37606	naczyńko	statuszk
37607	porywczo	pòrwisto
37608	Skopiuj zaznaczony tekst element y do schowka	Skòpérëjë wëbróny tekst abò element ë do tacnika
37609	ciecierzyca	cecerzëca
37610	wypędzić	vënekac
37611	całować	kùszkac
37612	krzywić się	łãgòwac sã
37613	zachrzęścić	zawarczec
37614	lampa	lãpka
37615	marynarka	wãps
37616	Odtwarzaj media	Grôj media
37617	utwór	ùtwór
37618	masoneria	wòlnomùlarstwò
37619	łapa	szczëpa
37620	egotyzm	sobizna
37621	wyleczyć się	wëleczëc sã
37622	Pionowe RGB	RGB z górë w dół
37623	Po uaktywnieniu pokazuje pozycję kursora myszy	Wëskrzëniô pòłożenié kùrsora mëszë
37624	aureola	prąg
37625	Napisy specjalne wzorca Następujące napisy zostaną zastąpione przez odpowiednią wartość w nazwie utworu. Podpowiedź A różni się od a tylko w ścieżkach dźwiękowych filmów lub składankach. ZnaczenieAlternatywy awykonawca utworu {a} lub {artist} ttytuł utworu {t} lub {} nnumer ścieżki {n} lub {number} yrok wydania płyty {y} lub {year} cdodatkowe informacje o ścieżce komentarz {c} lub {comment} ggatunek płyty {g} lub {genre} Awykonawca albumu {A} lub {albumartist} Ttytuł albumu {T} lub {album} CDodatkowe informacje o płycie komentarz {C} lub {albumcomment} dbieżąca data {d} lub {date} erozszerzenie pliku gdy pozostawione, dodawane jest automatycznie {e} lub {exit}	Please do NOT modify translate the quotes, they are part of the pattern!
37626	Wybierz	Wëbierzë
37627	przezroczysty	przezérny
37628	Odejmowanie	Òdjimanié
37629	adwokactwo	adwòkactwò
37630	marokańczyk	marokańczik
37631	źrebiec	grzébc
37632	afera	nadùżëca finansowé
37633	elektrobus	elektrobùs
37634	Przywróć	Doprowôdzë nazôd
37635	jednakutko	jednakùszkò
37636	targować się	hańdlowac
37637	śliczny	snôżi
37638	Cz	Czw
37639	pomnażać się	pòmnażac sã
37640	patroszenie	wëflacziwanié
37641	Nie znaleziono informacji	Ni ma nalazłi wedowiédzë
37642	anszlus	przëłączenié
37643	jędrny	miąsczi
37644	Wybierz pierwsze grupowanie	Wëbierzë pierszé grëpòwónié
37645	giętki	łãdżi
37646	c Red Hat, Inc. Luís Pedro Coelho	c Red Hat, Inc. Luís Pedro Coelho
37647	Lesoto	Lesoto
37648	Koperta DL	Kùwerta DL
37649	mglisto	dôkòwato
37650	Intensywna burza, deszcz, mgła, wietrznieweather condition	weather condition
37651	człeczątko	człowieczã
37652	wierzba	wierzba
37653	gaduła	bajda
37654	popędzać	naglëc
37655	macedonia	macedoniô
37656	daszek w czapce	nëba
37657	polerek	pòlérk
37658	gruszeczka	krëszeczka
37659	błocić się	zobòtac sã
37660	serwis	serwis
37661	boraks	bòraks
37662	przeformòwaé	sztôłt
37663	przegląd	obzér
37664	bessa	bessa
37665	rabusiostwo	rabùsznictwò
37666	zając	zajek
37667	baroskop	baroskòp
37668	aksamitny	aksamańtowi
37669	Podaj tutaj swój e mail by móc pobrać ponownie jakiekolwiek poprzednio zakupione albumy z Magnatune bezpośrednio z Amaroka. Username for logins to Magnatune	The e mail address of the user
37670	niezgrabnie	nierëchawie
37671	krewki	dërny
37672	bambusówka	bambùsowô palëca
37673	żebraczka	prachôrka
37674	paskudnica	szmóra
37675	bokserski	piscowny
37676	biednie	knap
37677	Inne	Różné
37678	Wklej zaznaczenie	Wlepi zaznaczenié
37679	węglowa	plôta
37680	mechowianin	mechòwión
37681	Ameryka Fredericton	Afrika Freetown
37682	kalafior	kwiatnik
37683	drukarka	drëkarka
37684	oblizać się	òblizac sã
37685	złośliwie	jadowice
37686	taborecik	ruczk
37687	oczywiście	ale jo
37688	deszczyk	deszczëk
37689	cykliczność	cyklicznosc
37690	Główny pasek narzędzi	Przédnô listew
37691	pochwytny	pòchwôtny
37692	dokończyć	dokùńczëc
37693	chylić się	chilëc sã
37694	wir wietrzny	krãcëszk
37695	turystyczny	wanożny
37696	ulotnić się	wiornąc
37697	FarOrdibehesht short	FarOrdibehesht short
37698	zachrapać	zachrapiec
37699	niepokój	niepòkój
37700	defetysta	defetista
37701	zamknięty	zamkłi
37702	śledź	përk
37703	dementi	dementi
37704	kokosz	kòkòsz
37705	chłonka	chłonka
37706	grzanka	grzónca
37707	żarłoczny	żérny
37708	żalenie się	narzékanié
37709	zezwolić	zezwòlëc
37710	ogonek	ògónk
37711	sponsorować	ùdëtkòwic
37712	impuls	pòdskôcënk
37713	esyfloresy	zawijasë
37714	Folia	Fòlia
37715	kasacja	kasacjô
37716	przykrywka	wieczkò
37717	Greckie Text character set	Grecczé Text character set
37718	bednarzowy	bednarzów
37719	Intensywność koloru	Intensywnota farwë
37720	dubbing	dubbing
37721	barażowy	barażowi
37722	wielorybi	wiôlgòrëbi
37723	cichnąć	gładnąc
37724	Krupy lodowe lub śniegweather forecast	weather forecast
37725	gawron	krëczk
37726	Wobbly Windows	Òkna Wobbly
37727	Motyw pulpitu SVG do użycia	Téma SVG pùltu do ùżëcô
37728	Bardzo prosty plik nagłówkowy C, GPL info credit	Baro prosti GPL C lopk nagłówka info credit
37729	bełtanie	miészanié
37730	podkóweczka	pòdkóweczka
37731	fobia	nieprzëchilnosc
37732	koniec	kùńc
37733	Baskijski	Baskijsczi
37734	zaczołgać się	zaczôłgac sã
37735	Poprzedni miesiąc	Wczasniészi miesąc
37736	przerażający	straszny
37737	ziębnąć	zëbnąc
37738	napatrzony	nazdrzóny
37739	Stan indeksowania przez Strigi	Stón indeksownika lopków Stigi
37740	przedtem	przedtim
37741	Dla URL będących plikami, otwiera katalog i wybiera podany plik, zamiast po prostu otworzyć plik	Dlô adresów URL chtërné są lopkama, òtmëkô katalog ë wëbierô pòdóny lopk w môlu òtemkniãcô lopkù
37742	mamusia	nënyszka
37743	zaraz	zarôzka
37744	Okno ostrzeżenia z klawiszami Dalej Anuluj	Òkno òstrzédżi z knąpama Dali Òprzestóń
37745	ekumenizm	ekùmenizm
37746	drygać	dërgòtac
37747	bezsenność	biéda z ùsnienim
37748	Yaum al Khamees	Yaum al Khamees
37749	serdeczność	serdecznosc
37750	wyjąć	wëjic
37751	Integracja z Mptunes	Login Mptunes
37752	ukamienować	ùkamienowac
37753	B JIS	B JIS
37754	zdanie	wudba
37755	Kształt kursora	Fòrma kùrsora
37756	Eksportuj grupę	Ekspòrt karna
37757	pocisnąć	pòcësnąc
37758	Test	Test
37759	tyłek	sraka
37760	Pilne	Pòspiéwne
37761	"<! DOCTYPE HTML PUBLIC "" WC DTD HTML. ENhttp www. w. org TR REC html strict. dtd"" > p, li {white space wrap;} Utwórz szafkę Mptunes"	"<! DOCTYPE HTML PUBLIC "" WC DTD HTML . ENhttp www. w. org TR REC html strict. dtd"" > p, li {white space wrap;} Wëdostónił kastkã MpTunes"
