	pol_Latn	csb_Latn
42945	pãchôrzowati	bąblasty
42946	Na wëdowiédzô ò felë nie je dosc zdatnô, mòże chcesz jã barżio rozwinąc? Nót je winstalowac gwësné paczétë debùgowaniô.	Te informacje o błędzie nie są wystarczająco przydatne, czy chcesz je rozbudować? Trzeba będzie zainstalować pewne pakiety do debugowania.
42947	adjustowac	adiustować
42948	Indeksownik lopków Stigi Nepomuka	Indeksowanie plików Strigi
42949	wagón towarowi	brankard
42950	chawòtac	piszczeć
42951	Wëskrzëni pòdrãczné menu Klippera	Pokaż menu podręczne Klippera
42952	Ni mòże òtemknąc do czëtaniô	Nie można otworzyć do odczytu
42953	Masowi dostónczi HS E	Zasobnik masowy HS E
42954	rozkrãcac	rozkręcać
42955	mãczëc	nękać
42956	Spamiãtôj parolã	Zapamiętaj hasło
42957	doważac	doważać
42958	zmiescëc sã	zmieścić się
42959	chłodzëwò	chłodziwo
42960	biżónka	kołysanka
42961	nutnja	nutna
42962	splãtowac sã	splątać się
42963	banowiszcze	stacja kolejowa
42964	òpòwiedzec	opowiedzieć
42965	miesączka	miesiączka
42966	Kònwersëjô projektu aùdio	Konwersja projektu audio
42967	abszët	wymówienie
42968	Jeżlë je to z szëkãsmooth scrolling	Sprytniesmooth scrolling
42969	Òtemkni w	Otwórz w ?
42970	zyb	febra
42971	dieteticzny	dietetyczny
42972	szrëcowny	łyżwiarski
42973	mùga	komar
42974	kòleczkò do céchòwani	radełko
42975	Bënowô fela lëchi wińdzenié z SuProcess checkInstall	Błąd wewnętrzny nieprawidłowy powrót z SuProcess checkInstall
42976	Próba ùsôdzeniô żądónegò kataloga nie darzëła sã.	Próba utworzenia żądanego katalogu nie powiodła się.
42977	nielogiczny	bezsensowny
42978	Pòwòlné klawisze òstałë aktiwòwòné abò deaktiwòwóné	Powolne klawisze zostały włączone lub wyłączone
42979	Editora palétë	Edytor zaznaczenia
42980	cedelkòwi pòdajnik Pòdajnik	kartkowy podajniku podajnik
42981	difrakcjô	dyfrakcja
42982	Szadic	należący do rodu Szadów
42983	żôl	kondolencyjny
42984	przëzãbica	paradentoza
42985	òbjawiac	objawiać
42986	Przëwrócë Zamkniãtą kôrtã	Cofnij zamknięte okno
42987	na chùtkòscë	naprędce
42988	fela	błąd
42989	Dzejaniô	Akcje
42990	Òptacëje przełączaniô	Opcje przełączania
42991	nabajac	nabajać
42992	zbiég	nadmiar
42993	òsedlac	osiedlać
42994	Nowi button Save current session	Nowy button Save current session
42995	docënac	docinać
42996	parmiejący	promieniejący
42997	Załóżkã dlô ti adresë	Dodaj zakładkę do tego adresu
42998	Kòrsykańsczi	Korsykański
42999	psynka	psinka
43000	Òstrzérzë mie przed òdwiedzanim serwera, chtëren wëmieniwô priwatne pòdôwczi z jinëma firmama	Ostrzeż przed odwiedzeniem serwera wymieniającego dane osobowe z innymi firmami
43001	zaczarzony	zaczarowany
43002	Matthias Hölzer	Matthias Hölzer
43003	kòpka	stożek
43004	Bósniany	Bośniacki
43005	żëwic	karmicz
43006	przecëgac	przedzierzgać
43007	socjologòwi	socjologiczny
43008	Ôrt pisaniégò XIM	Metoda wpisywania XIM
43009	spódny	spodni
43010	wzątk	dochód
43011	Miono sesëji	Nazwa sesji
43012	weather forecast	Momentami zamarzający deszcz z deszczemweather forecast
43013	dopëtac sã	dopytać się
43014	Wszelejaczé symbòle ë strzélcziKCharselect unicode block name	Różne symbole i strzałkiKCharselect unicode block name
43015	Email	E mail
43016	Wëskrzëni systemòwé place	Pokaż miejsca systemowe
43017	B aka C	B aka C
43018	cysta	cysta
43019	szlachtowac	niszczyć
43020	zmiłkòwé miono do wëkònaniô wskôzëQXml	nieprawidłowa nazwa do wykonania instrukcjiQXml
43021	czë	alboż
43022	Zrëszë kònsolã w spódkù ë przeniesë na wiérzk przë wcësniãcu klawiszë F	Uruchom konsolę w tle i przywołaj po wciśnięciu klawisza F
43023	bezsertny	nielitościwy
43024	niczny	żaden
43025	Wëbierzë aplikacëjã	Wybierz program
43026	weather condition	Intensywny gradweather condition
43027	Zrëszôcz Phythona	Uruchamianie w Pythonie
43028	Nie mòże wëgenerowac szlachù felënk debùggera .	Nie można wygenerować śladu brak debuggera.
43029	szãk	szynk
43030	Enlightenment DR	Enlightenment DR
43031	pielgrzimka	pątniczka
43032	Przeniesë fòntë	Przenieś czcionki
43033	spis	spis wyborców
43034	spiéwôczka altowô	alcistka
43035	Acrobat ReaderGeneric	Acrobat ReaderGeneric
43036	żótowi	brzuszny
43037	mòralnosc	obyczajność
43038	głëchawòsc	głuchota
43039	Wielëna pùltów	Liczba pulpitów
43040	mòtilewka	biedronka
43041	maminka	mama
43042	wëpasélc	parweniusz
43043	toolview name	Plik do otwarcia toolview name
43044	panownik	władca
43045	Skòkni jeden pùlt na lewò	Przełącz jeden pulpit w lewo
43046	Zestôwk kachlów do ùżëcô.	Zestaw kamieni do użycia.
43047	pòpis	parada
43048	ląprowac	wagarawać
43049	ùlatowac	ulatywać
43050	zymkòwi	wiosenny
43051	weather condition	Lekkie opady śniegu, zamarzający deszczweather condition
43052	Dzejania	Czynności
43053	Brëkùnk Ùsôdzczi prawa C .	Użycie Prawa autorskie C.
43054	jinweńtôrz	martwy inwentarz
43055	smùtk	żałoba
43056	jasnozelono	jasnozielono
43057	góńc	goniec
43058	mònarchiô	państwo
43059	swiãtoszka	nabożnisia
43060	Rëmôj lopczi	Usuń pliki
43061	òkazac	pokazać
43062	kądzél	kądziel
43063	głëpienié	figlowanie
43064	column	Pamięć tłumaczeń column
43065	cerzlëca	cierlica
43066	brzezëna	brzezina
43067	biôłogłowi	białogłowy
43068	Niżódnô ùsłëżnota ò mionie nie je terô zaladowónô	Żadna usługa o nazwie nie jest obecnie wczytana
43069	żuchòlëc	chechłać
43070	Ùsôdzë nowi katalog	Nowy katalog
43071	abstrakcjô	abstrakcja
43072	ùlëca	ulica
43073	òwôd	owad
43074	atonalnota	atonalność
43075	dzëcołowi	dzięciołowy
43076	lëteratura	literatura
43077	chadëwac	chadzać
43078	paniczk	paniczyk
43079	pògrac	muzykować
43080	szpëlka	figiel
43081	Jeżlë na òptacëjô je włączonô, mòże òtmëkac URL w wëbrónëm teksce klëkając westrzédną knąpą mëszë w òknie Konquerora.	Jeśli ta opcja jest włączona, można otworzyć URL w zaznaczonym tekście klikając środkowym przyciskiem myszy w oknie Konquerora.
43082	Zwëkòwi fòrmat titla kôrtë	Format tytułu zwykłej karty
43083	dekret	dekret
43084	sledzëc	śledzić
43085	przërôczac	zapraszać do czegoś
43086	lowercase abc lists	lowercase abc lists
43087	Kònfigùracëjô ùsłëżnotów menadżera lopków	Konfiguracja usług menadżera plików
43088	piesniô	pieśń
43089	ląprowac	wagarować
43090	ùtajic	utaić
43091	Wëskrzëni listew przewijaniô z lewi starnë òkna terminala	Pokaż pasek przewijania po lewej stronie okna konsoli
43092	Swiãtosłôw	Świętosław
43093	Brëkùjë systemòwegò brzãczka przë kòżdi akceptacëji klawiszë	Użyj brzęczyka systemowego przy każdym zaakceptowaniu klawisza
43094	żëczlëwi	życzliwy
43095	Editëjë farwã	Kolor wyściółki
43096	dalszi	dalszy
43097	kùrczëc	kurczyć
43098	Niemieckô	Niemcy
43099	rajic	swatać
43100	strzébac	cedzić przez zęby
43101	kùńczëc	kończyć
43102	Chcemë vsõc do tewo aùtobùsu, kùpjã bjiletë przez Jinternet.	Wsiądźmy do tego autobusu, kupię bilety przez Internet.
43103	niezwrôcny	niespożyty
43104	Jo	Tak
43105	głąb	głębia
43106	tarach	swawolnik
43107	Mòdernô systema	Nowoczesny system
43108	zerwatiwa	zerwatywa
43109	kòmórnik	chałupnik
43110	pòmùżdżëc	pomiażdżyć
43111	òberwańc	oberwaniec
43112	gromôdka	gromadka
43113	òsełk	osiołek
43114	ambasadór	ambasador
43115	Jes gwës tegò, że chcesz rëmnąc katalog załóżków ?	Na pewno usunąć folder zakładek ?
43116	Globalny nastôw	Ustawienia globalne
43117	prosëc	żebrać
43118	pòzwac sã	określić się
43119	òdstãpòwanié	cedowanie
43120	niebiesczi	niebieski
43121	Grëpòwi radio	Radio grupowe
43122	Òpòzdzenié pòcwierdzeniô	Opóźnienie potwierdzania
43123	epickò	epicko
43124	niewstëdnik	bezecnik
43125	gzekùcyjny	egzekucyjny
43126	znobic sã	oziębiać się
43127	bezwładny	bezwładny
43128	marzebiónka	stokrotka
43129	chłop	mężczyzna
43130	przechòrowac	przechorować
43131	zadrëganic	zamęczyć
43132	patróntasza	ładownica
43133	studia	doktorat
43134	krocz	ikrzyca
43135	Sardińsczi	Sardyński
43136	bidlã	bydlę
43137	rôjca	swat
43138	rozegrowi	meczowy
43139	dżibas	przydomek
43140	łakniączka	łaknienie
43141	przewòdniczka	przewodniczka
43142	malisz	berbeć
43143	Fùnkcëjô przërostowégò òdczëtu òbrôzów ôrtu nie je wspieranô.	Funkcja przyrostowego wczytywania obrazów typu nie jest obsługiwana
43144	òstawac sã	zostawać się
43145	To je przeszëkiwóny indeks. Wpiszr szëkóné kluczowé słowa	To jest przeszukiwalny indeks. Podaj szukane słowa kluczowe
43146	sôdza	więzienie
43147	szef firmë	przedsiębiorca
43148	prowadnik	ataman
43149	Wëbierzë drëdżé grëpòwónié	Wybierz drugie grupowanie
43150	napół zdechłi	bezsilny
43151	Pòstrzédnik Proxy	Polityka
43152	gama	gama
43153	nieczosóny	nieczesany
43154	HSpell	HSpell
43155	dozwòlony	dozwolony
43156	Kònfigùracëjô QEdje	Konfiguracja QEdje
43157	pòcemniec	pociemnieć
43158	diwelsdrek	przekleństwo
43159	chitrze	przezornie
43160	òdłamic sã	odłamać się
43161	pizer	mizerota
43162	Òznôczô, czë mô bëc widzec pòmòcną listew z ikònama z prawi starnë òkna.	Określa, czy pomocniczy pasek z ikonami po lewej stronie okna wyboru pliku ma być widoczny
43163	PiBsize in bytes	TB
43164	Miono protokòłu	Nazwa protokołu
43165	Drëkerë	Drukarki
43166	wëmãglowac	wymaglować
43167	òrlã	orlątko
43168	czwik	ćwik
43169	znosëc	cierpieć
43170	vëporajic	wypędzić
43171	dëszëczka	duszyczka
43172	Historëjô zrëszanëch programów	Historia uruchamianych programów
43173	kòndukt	kondukt
43174	òbrzezac	obrzezać
43175	Zapiszë planszã	Zapisz planszę
43176	gbùrstwò	hacjenda
43177	snownik	cewnik
43178	sétmë nôpierszëch grzéchów	siedem grzechów głównych
43179	balada	ballada
43180	wëwiozłi	deportowany
43181	nëkac sã	odchodzić
43182	òpieprzëc	popieprzyć
43183	Eùropa Monakò	Europa Monako
43184	naczulanié	naczulanie
43185	batalión	batalion
43186	szturac	kuksać
43187	przécznik	belka poprzeczna
43188	W przédnym dzélu fùl farwë abò głôdczé gradientë farwa abò skala szaroscë	Przede wszystkim pełne kolory lub gładkie gradienty kolor lub skala szarości
43189	brzadowniczi	owocarski
43190	Fela	Błędy
43191	Ùsôdzë załóżkã	Utwórz zakładkę
43192	katakùmbë	katakumby
43193	przedłużenié	prolongata
43194	Zladënczi	Liczba pobrań
43195	bùńtownik	buntownik
43196	nosëdła	nosze
43197	rozczidnąc	rozbić
43198	Segmentë	Segmenty
43199	Sztëczk #	Nr utworu
43200	pakòwnosc	pakowność
43201	Czas wëskrzënióny w cyfrowim fòrmace	Czas pokazywany w formacie cyfrowym
43202	Szëkôj w sécë za	Szukaj w sieci
43203	mòcny	atutowy
43204	bùdżetowi	budżetowy
43205	pelerina	peleryna
43206	klarnéta	klarnet
43207	envar	envar
43208	sobaka	pies
43209	dakarsczi	dekarski
43210	niezmiérno	bardzo
43211	pònadłamic	ponadłamywać
43212	towarzëszka	towarzyszka
43213	Wëskrzëniónô wëdowiédzô	Pokazywane informacje
43214	Prawò	Wysokość
43215	pranié	bijatyka
43216	Anielczik	Anglik
43217	wëstãp	występ
43218	wëczerowac	zwrócić w pewnym kierunku
43219	David Gümbel	David Gümbel
43220	sznëptuch	chustka do nosa
43221	przestroga	przestroga
43222	przesprawca	przestępca
43223	ùżëczëc	pozwolić
43224	starża	warta
43225	Afganistóńsczi Afgón	Afgani afgański
43226	Czëtôrz diskùsjowëch karnów	Czytnik grup dyskusyjnych
43227	Rëmô wszëtczé kùszczi ùstawione òb internetowi starnë	Usuwa wszystkie ciasteczka ustawione przez strony internetowe
43228	szlachcónka	szlachcianka
43229	Kaku	Kaku
43230	Plazmòid wëskrzënianiô lëstë òtemkłich òknówBARplasma containment	Plazmoid pokazujący listę otwartych okien. BARplasma containment
43231	wëchwalac	wychwalać
43232	niemòwa	niemowa
43233	przëkładac	przybijać
43234	direktorialny	dyrektorialny
43235	pòpôłnié	popołudnie
43236	Zbiérné lopczi ë katalodżi	Współdzielone pliki i katalogi
43237	CTAN katalog TeX owëch paczétówQuery	CTAN katalog pakietów TeX owychQuery
43238	aùtorstwò	autorstwo
43239	jaczé	jakie
43240	BugińscziKCharselect unicode block name	BugińskiKCharselect unicode block name
43241	gãga	gęś
43242	matczin pòskróbk	maminsynek
43243	przebanketowac	przebankietować
43244	zwierzã	zwierzę
43245	Kònfigùracëjô Strigi	Konfiguruj Strigi
43246	Kònfigùracëjô zrëszaniô òknów	Konfiguracja zmiany aktywnego okna
43247	wierã	bodajże
43248	mòrdarstwò	rozbójnictwo
43249	Fela przëstãpù do kwalleta. Trzëmac parolã w kònfigùracjowim lopkù?	Brak dostępu do Portfela. Zapisać hasło w pliku konfiguracyjnym?
43250	http www. gracenote. com music search adv. html? q=\\\\ {}	http www. gracenote. com music search adv. html? q=\\\\ {}
43251	Jedno klëkniãcé do òtemkniãcô lopków ë katalogów option check Mouse Settings	Pojedyncze kliknięcie otwiera pliki i katalogi option check Mouse Settings
43252	Guppi	Guppi
43253	zachëczé	obejście
43254	dotrzimanié	dochowanie
43255	bez ùszu	bezuchy
43256	Brëkòwnik Grëpa Jinszé info status	Użytkownik Grupa Inni info status
43257	nadbiegac	nadbiegać
43258	métrowi	metrowy
43259	Wëslë adresã lënka	Wyślij adres odnośnika
43260	Òptacëje zszëwaniô	Opcje zszywania
43261	zôdzórka	zanokcica
43262	pëskôla	awanturnik
43263	Brëkùnk bòdżi sztélów	Stosuję arkusz stylów
43264	Wësoczé	Wysokie
43265	Zwikszë wielgòsc fòntów	Zwiększ wielkość czcionek
43266	pasëjący	pasujący
43267	Hipòlita	Hipolita
43268	Rupja ze Sri Lanczi	Rupia Sri Lanka
43269	wëdélowac	deskami założyć
43270	sëjący	pałający
43271	jadalny	jadalnyjadalna
43272	nôlot	nalot
43273	Symùlëjë magiczną lampã przë minimalizacëji òknów	Symulacja magicznej lampy podczas minimalizacji okien
43274	Dokùment do indeksowaniô	Dokument do zindeksowania
43275	Kònsola Linuksa	Konsola Linuksa
43276	płin	płyn
43277	Wëłączë	Wyłącz komputer
43278	B Zmòdifikòwóné B	B modyfikacja B
43279	mòtk	motek
43280	Ni mòże nasłuchac z .	Nie można nasłuchiwać z .
43281	Rechtënk farwë	Regulacja barwy
43282	òżenk	mariaż
43283	cackanie	guzdranie się
43284	minuta	minuta
43285	weather forecast	pochmurno, intensywne opady śnieguweather forecast
43286	R. Awal	R. Awal
43287	pùga	owca chuda
43288	Rada dnia	Porada dnia
43289	bezkriticzny	bezkrytyczny
43290	pëzlowati	bałaganiarski
43291	bliskòznacznik	bliskoznacznik
43292	niezdarny	niezdarny
43293	Numer pòrtu pòstrzédniczącegò serwera HTTP. Domëszlnoe je to , jinszą czãstą wôrtnotą je .	Numer portu serwera pośredniczącego HTTP. Domyślnie jest to, inną częstą wartością jest.
43294	zwòdzëcel	bałamut
43295	amnestionowanié	amnestionowanie
43296	sknéblowac	skrępować
43297	dwùdzelny	dwudzielny
43298	mandarina	mandarynka
43299	Czôrny	Czarna
43300	przëpiec	przypiec
43301	nadlatëwac	nadbiegać
43302	òkrãtniczka	marynarz kobieta
43303	nałamic	nałamać
43304	namiarznąc sã	namarznąć się
43305	kcmioslaveinfo	kcmioslaveinfo
43306	drodzëska	manowce
43307	prusanié	parskanie
43308	Sao Tome ë Principe	Sao Tome i Principe
43309	Programa KDE do testowaniô òbłëdżi skriptów Kross.	Program KDE do testowania obsługi skryptów Kross.
43310	weather forecast	Możliwe lekkie opady śniegu lub deszczweather forecast
43311	Gra w wisélcaGeneric	Gra w wisielca dla KDEGeneric
43312	przëmawiac	przymawiać
43313	ùtcëwòsc	prawość
43314	łowic	łowić
43315	waspanów	waćpanów
43316	Szérzô elementu	Szerokość elementu
43317	dwòjaczi	dwojaki
43318	spacérowac	spacerować
43319	miónkôrz	zawodnik
43320	wapòch	kot
43321	Dofùlowanié jak w pòwłoce	Uzupełnianie słów
43322	Dwaczérënkòwé drëkòwanié	Drukowanie dwukierunkowe
43323	pôl	pal
43324	żëdowstwò	żydowstwo
43325	Òdargòwò	Odargowo
43326	bleczec	miauczeć
43327	Wëbierzë ikònã	Wybierz ikonę
43328	miodnuszinczi	słodziutki
43329	czerwòné	czerwone
43330	knaga	krowa; stara krowa
43331	rzãp	basetla
43332	krëc	kryć
43333	Multitran dolmaczenié miemiecczi ë ruscziQuery	Multitran tłumaczenie między niemieckim a rosyjskimQuery
43334	délëk	deszczułka
43335	Roszérzenia XRender XFixes nie są przëstãpné ë wspiarce XRender nie je kòmpatibilne.	Rozszerzenia XRender XFixes nie są dostępne, a skompilowano jedynie obsługę XRender.
43336	palësznica	palusznik krwawy
43337	bòdzący	bodliwy
43338	Domëslny ekran	Domyślny ekran
43339	bùchac sã	pysznić się
43340	Ni ma nick do rëmniãcô	Nic do usunięcia
43341	rakarstwo	rakarstwo
43342	òznabiac	oziębiać
43343	Nié mòże zrëszëc sbin mount.	Nie można uruchomić sbin mount.
43344	dzesãcobój	dziesięciobój
43345	Nôrzãdze tacnika	Narzędzie schowka
43346	talérzëk	talerzyk
43347	To rëmnié wëbróną témã button	Usuwa wybrany motyw. button
43348	cząd	dziedzina
43349	stôłp	słup
43350	Réżczi label listbox	Wiersze label listbox
43351	bëlnosc	cnotliwość
43352	chadac nimò	boczyć się
43353	czerwińcowi	czerwcowy
43354	Ta lësta zamëkô w se kòmpùtrë ë domenë, dlô jaczich òsta ùsôdzonô specyficznô pòlitika JavaScript. Pòlitika ta òstanie ùżëtô w môlu domëszlny, òpisëjąc to, czë akceptowac, czë pòcëskac skriptë z gwësny domenë. Wëbierzë pòlitikã ë ùżëjë knąp zprawi, abë jã zmienic.	Ta lista zawiera komputery i domeny, dla których została ustawiona specjalna polityka JavaScript. Polityka ta zostanie użyta zamiast domyślnej, określając, czy akceptować, czy odrzucać skrypty z danej domeny. Wybierz politykę i użyj przycisków po prawej, by ją zmienić.
43355	schòwac sã	schować się
43356	zbónëszk	dzbanuszek
43357	weather condition	Burza, ulewy w pobliżuweather condition
43358	Mòdul dekòdërëjący lopczi Musepack	Moduł dekodujący pliki audio Musepack
43359	sztëga	kopica zboża
43360	zdrzadniô	podium
43361	czësto	całkowicie
43362	kôrkòtka	kura
43363	dwadzescoro	dwadzieścioro
43364	aspiracjô	aspiracja
43365	mùlk	narzeczony
43366	skrëwac sã	skrywać się
43367	òbjachac	objechać
43368	nérczi	cynadry
43369	bankersczi;	bankierski
43370	fertich	gotów
43371	fëjno	estetycznie
43372	nadcarti	nadtarty
43373	aplikantura	aplikacja
43374	wiór	wiór
43375	wëpôlony	pogorzały
43376	wëbieliwanié	płowienie
43377	Farwa, chùtkò, RGB	Kolor, szybko, RGB
43378	Jizydora	Izydora
43379	Klëkni na tã knąpã, abë zapisac pòlitikã JavaScript w skòmsowónym lopkù. Lopk ò mionie javascript policy. tgz bãdze zapisóny w wëbrónëm katalogù.	Kliknij na tym przycisku, by zapisać politykę JavaScript w skomsowanym pliku. Plik o nazwie javascript policy. tgz zostanie zapisany w wybranym katalogu.
